Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Support,Army National Guard,Female,1459,1518,911,1302,264,1145,197,1026,924,1783,782,200,66.9,1.772
Combat Support,Army National Guard,Female,1337,1408,928,1158,247,1060,184,1019,850,1628,918,233,71.2,1.626
Combat Support,Army National Guard,Female,1372,1431,999,1215,255,1039,195,1027,890,1660,875,221,78.1,1.661
Combat Support,Army National Guard,Female,1290,1341,966,1113,238,1010,176,999,779,1575,835,201,67.5,1.549
Combat Support,Army National Guard,Female,1362,1420,938,1208,245,1039,181,990,843,1653,795,200,66.3,1.634
Combat Support,Army National Guard,Female,1351,1412,1016,1179,240,1034,188,1051,903,1638,967,230,79.3,1.661
Combat Service Support,Army National Guard,Female,1284,1334,946,1103,245,1030,178,972,807,1558,902,237,60.4,1.564
Combat Service Support,Army National Guard,Female,1367,1435,1075,1217,242,1028,180,1055,863,1671,902,238,73.2,1.664
Combat Support,Army National Guard,Female,1283,1348,1044,1066,228,968,176,986,864,1508,986,263,71.2,1.553
Combat Service Support,Army National Guard,Female,1411,1470,909,1251,259,1106,200,1050,854,1838,840,209,72.2,1.7
Combat Service Support,Army National Guard,Female,1255,1330,926,1052,235,989,187,995,795,1627,827,215,61,1.542
Combat Service Support,Army National Guard,Female,1449,1498,987,1248,273,1106,199,1095,905,1767,975,246,81.7,1.743
Combat Service Support,Army National Guard,Female,1335,1405,980,1172,248,1084,182,1097,823,1707,905,228,79.9,1.623
Combat Service Support,Army National Guard,Female,1303,1368,845,1185,255,1019,182,999,809,1675,770,189,60.2,1.59
Combat Service Support,Army National Guard,Female,1307,1377,882,1150,243,990,188,1010,856,1629,737,172,58.4,1.604
Combat Service Support,Army National Guard,Female,1355,1410,872,1208,254,1053,188,990,833,1721,752,180,60.1,1.627
Combat Service Support,Army National Guard,Female,1418,1491,1014,1231,255,1104,187,1138,898,1813,918,231,83.4,1.718
Combat Service Support,Army National Guard,Female,1399,1470,1173,1204,279,1095,208,1126,887,1724,957,252,97.3,1.705
Combat Service Support,Army National Guard,Female,1277,1328,857,1113,226,914,172,960,872,1529,686,160,55.7,1.561
Combat Service Support,Army National Guard,Female,1400,1457,803,1224,261,1100,196,972,808,1812,782,211,55.3,1.661
Combat Service Support,Army National Guard,Female,1325,1390,841,1194,245,1037,184,959,813,1677,700,170,52.6,1.62
Combat Service Support,Army National Guard,Female,1389,1431,857,1255,258,1087,190,966,814,1700,690,175,61.4,1.66
Combat Service Support,Army National Guard,Female,1399,1479,1083,1217,252,1138,194,1090,877,1840,1034,318,89.4,1.697
Combat Service Support,Army National Guard,Female,1419,1472,1066,1235,250,1114,192,1131,863,1770,990,267,89.3,1.699
Combat Service Support,Army National Guard,Female,1435,1501,901,1256,262,1103,185,1031,914,1691,800,198,70.2,1.74
Combat Service Support,Army National Guard,Female,1423,1464,1030,1227,258,1090,197,1030,882,1709,879,209,73.8,1.701
Combat Service Support,Army National Guard,Female,1392,1466,900,1263,261,1089,193,1004,883,1774,727,182,60.1,1.707
Combat Service Support,Army National Guard,Female,1289,1337,998,1139,242,958,175,1030,835,1585,991,250,78.2,1.56
Combat Service Support,Army National Guard,Female,1214,1274,780,1069,223,941,175,910,800,1489,647,168,44.2,1.483
Combat Service Support,Army National Guard,Female,1306,1377,802,1182,253,1002,190,947,833,1661,678,158,47.6,1.587
Combat Service Support,Army National Guard,Female,1314,1361,907,1152,243,1035,180,1027,798,1645,846,229,64.2,1.579
Combat Support,Army National Guard,Female,1346,1423,940,1183,241,1045,183,1025,887,1665,850,221,73.7,1.659
Combat Service Support,Army National Guard,Female,1402,1467,972,1220,257,1093,201,1072,856,1750,851,226,77.6,1.684
Combat Service Support,Army National Guard,Female,1315,1361,900,1142,249,970,182,1031,854,1601,770,191,62,1.593
Combat Service Support,Army National Guard,Female,1309,1363,953,1159,256,1015,192,1050,815,1751,843,203,64.6,1.589
Combat Service Support,Army National Guard,Female,1391,1443,945,1200,243,1038,173,1042,915,1614,856,191,69.7,1.683
Combat Service Support,Army Reserve,Female,1399,1454,953,1254,250,1032,195,1062,904,1712,795,196,72.4,1.704
Combat Support,Army National Guard,Female,1448,1498,1022,1253,251,1094,198,1045,898,1723,883,221,69.7,1.736
Combat Service Support,Army National Guard,Female,1348,1413,927,1197,263,1065,198,1040,824,1714,768,183,62,1.633
Combat Support,Army National Guard,Female,1437,1507,1013,1269,273,1156,205,1072,881,1817,857,215,88.4,1.724
Combat Support,Army National Guard,Female,1217,1273,1001,1051,222,950,173,1010,813,1520,982,248,71.2,1.487
Combat Support,Army National Guard,Female,1287,1332,1018,1146,237,933,185,1020,857,1571,915,232,68.4,1.56
Combat Arms,Army National Guard,Female,1293,1351,978,1132,246,986,178,956,812,1565,920,233,62.3,1.561
Combat Support,Army National Guard,Female,1343,1388,930,1152,229,1029,171,973,838,1644,816,208,61.4,1.618
Combat Service Support,Army National Guard,Female,1303,1368,930,1149,235,990,177,957,855,1535,667,163,55.1,1.604
Combat Support,Army National Guard,Female,1383,1434,1141,1197,255,1130,198,1152,859,1747,1198,339,112.1,1.658
Combat Support,Army National Guard,Female,1356,1413,970,1196,248,1019,182,1059,897,1655,882,206,74.9,1.658
Combat Arms,Army National Guard,Female,1319,1363,956,1144,245,988,184,985,839,1644,870,229,70.9,1.591
Combat Service Support,Army National Guard,Female,1339,1408,872,1210,239,1019,177,958,865,1632,780,188,58.8,1.638
Combat Service Support,Army National Guard,Female,1435,1501,1003,1284,259,1165,194,1093,873,1802,1016,257,87.6,1.751
Combat Service Support,Army National Guard,Female,1284,1362,857,1140,233,983,177,967,858,1571,753,182,59.7,1.587
Combat Support,Army National Guard,Female,1284,1310,1044,1104,235,963,173,1050,830,1554,937,221,68,1.54
Combat Service Support,Army National Guard,Female,1289,1349,1009,1121,229,980,168,1010,863,1543,946,253,70.7,1.576
Combat Service Support,Army National Guard,Female,1427,1480,920,1256,267,1073,204,1022,918,1780,745,180,68.6,1.737
Combat Service Support,Army National Guard,Female,1274,1333,901,1116,247,977,182,1016,835,1622,826,207,62.4,1.573
Combat Service Support,Army National Guard,Female,1339,1401,903,1176,238,1000,181,1007,855,1628,805,190,61,1.622
Combat Service Support,Army National Guard,Female,1307,1361,891,1153,224,983,173,980,843,1548,773,175,58.2,1.588
Combat Service Support,Army National Guard,Female,1266,1301,843,1117,232,936,168,948,840,1516,624,157,48.9,1.548
Combat Service Support,Army National Guard,Female,1364,1424,938,1216,253,1010,184,1030,892,1650,865,222,69.6,1.662
Combat Service Support,Army National Guard,Female,1427,1479,976,1242,266,1125,193,1056,874,1744,895,218,79.5,1.718
Combat Service Support,Army National Guard,Female,1255,1312,885,1074,236,909,170,1000,827,1569,805,198,60,1.519
Combat Support,Army National Guard,Female,1293,1341,950,1138,233,1021,179,1003,828,1609,826,211,64,1.573
Combat Service Support,Army National Guard,Female,1275,1332,932,1095,243,963,176,973,844,1591,883,226,71.2,1.566
Combat Service Support,Army National Guard,Female,1261,1324,820,1089,232,952,174,906,809,1580,696,180,47.5,1.529
Combat Service Support,Army National Guard,Female,1288,1355,909,1122,229,980,171,1006,874,1554,820,206,73.5,1.585
Combat Service Support,Army National Guard,Female,1308,1379,893,1145,247,958,184,999,860,1588,730,199,54.6,1.611
Combat Service Support,Army National Guard,Female,1328,1372,925,1183,245,1017,178,948,862,1590,770,191,56.2,1.61
Combat Support,Army National Guard,Female,1253,1318,947,1114,228,923,169,1000,850,1510,830,193,58.2,1.541
Combat Service Support,Army National Guard,Female,1448,1524,999,1273,271,1138,204,1124,890,1850,870,224,81.2,1.766
Combat Service Support,Army National Guard,Female,1330,1397,838,1164,244,1003,185,968,844,1681,738,173,51.8,1.626
Combat Service Support,Army National Guard,Female,1358,1412,852,1201,239,1003,180,942,882,1600,706,170,52.3,1.644
Combat Service Support,Army National Guard,Female,1374,1438,1023,1224,260,1057,198,1060,890,1713,865,229,75.6,1.679
Combat Service Support,Army National Guard,Female,1460,1512,912,1284,246,1127,180,1011,906,1704,812,175,67.4,1.743
Combat Service Support,Army National Guard,Female,1350,1423,825,1204,250,1002,177,970,896,1623,670,164,55.2,1.658
Combat Support,Army National Guard,Female,1337,1381,1031,1149,251,1019,176,1050,860,1639,900,234,69,1.61
Combat Arms,Army National Guard,Female,1380,1453,893,1201,250,1043,170,934,904,1604,840,211,63.6,1.675
Combat Service Support,Army National Guard,Female,1352,1412,951,1193,246,1026,183,988,867,1665,784,174,64.1,1.637
Combat Service Support,Army National Guard,Female,1325,1408,934,1177,243,1015,178,1055,894,1625,933,228,70.1,1.628
Combat Service Support,Army National Guard,Female,1352,1413,1004,1186,251,1052,194,1060,888,1622,978,255,79.3,1.645
Combat Service Support,Army National Guard,Female,1319,1371,957,1141,231,1007,173,1001,857,1578,883,209,66,1.595
Combat Service Support,Army National Guard,Female,1435,1488,1117,1229,273,1099,188,1081,928,1757,1032,264,93.1,1.731
Combat Service Support,Army National Guard,Female,1282,1352,960,1079,241,982,179,1010,826,1624,912,223,66.1,1.567
Combat Support,Army National Guard,Female,1320,1382,780,1193,238,1004,181,949,849,1686,672,167,51,1.628
Combat Support,Army National Guard,Female,1364,1451,916,1192,228,1043,181,1030,893,1700,877,219,68.6,1.688
Combat Service Support,Army National Guard,Female,1421,1487,1063,1228,248,1078,177,1015,893,1718,932,238,83.9,1.706
Combat Support,Army National Guard,Female,1260,1308,893,1112,252,953,186,1041,819,1643,840,221,65.2,1.543
Combat Service Support,Army National Guard,Female,1385,1443,1102,1233,246,1061,182,1104,871,1674,1032,280,92,1.665
Combat Support,Army National Guard,Female,1379,1445,900,1206,247,1002,180,1018,917,1648,783,177,66.7,1.69
Combat Service Support,Army National Guard,Female,1203,1257,823,1051,234,917,163,910,803,1431,668,163,46.4,1.471
Combat Support,Army National Guard,Female,1328,1385,943,1162,240,987,175,962,863,1611,882,223,62.7,1.616
Combat Service Support,Army National Guard,Female,1433,1512,901,1305,248,1109,191,970,903,1824,727,165,59.3,1.753
Combat Support,Army National Guard,Female,1316,1397,795,1153,241,980,186,930,868,1625,698,163,50.8,1.626
Combat Service Support,Army National Guard,Female,1392,1452,944,1202,274,1039,195,1015,903,1704,866,192,72.7,1.698
Combat Service Support,Army National Guard,Female,1255,1309,970,1067,233,950,172,991,857,1569,777,203,58.3,1.545
Combat Service Support,Army National Guard,Female,1436,1498,942,1270,252,1083,175,1015,937,1683,785,188,66.9,1.759
Combat Support,Army National Guard,Female,1429,1525,1041,1237,254,1116,178,1055,862,1718,1055,254,84.2,1.732
Combat Service Support,Army National Guard,Female,1280,1375,884,1150,240,986,174,1025,824,1642,830,202,60.1,1.587
Combat Service Support,Army National Guard,Female,1303,1387,920,1145,240,989,180,998,859,1650,773,193,60.9,1.605
Combat Service Support,Army National Guard,Female,1265,1308,943,1083,234,944,171,990,832,1504,872,223,68.7,1.53
Combat Service Support,Army National Guard,Female,1294,1362,887,1130,231,1005,172,960,870,1593,715,183,54.9,1.598
Combat Support,Army National Guard,Female,1243,1318,826,1138,231,948,172,858,796,1499,674,163,45.2,1.524
Combat Service Support,Army National Guard,Female,1358,1429,1055,1190,249,1054,184,1113,907,1662,1066,282,83.5,1.683
Combat Service Support,Army National Guard,Female,1287,1325,901,1138,255,1024,188,993,800,1641,822,221,64.1,1.577
Combat Support,Army National Guard,Female,1295,1344,906,1127,243,943,175,955,876,1561,749,185,58.8,1.583
Combat Support,Army National Guard,Female,1278,1359,878,1109,226,949,168,985,865,1543,750,180,56.3,1.582
Combat Support,Army National Guard,Female,1296,1339,1016,1136,236,984,178,1019,836,1612,895,218,70.2,1.569
Combat Service Support,Army National Guard,Female,1344,1433,1015,1180,257,1075,195,1092,867,1795,876,236,77.9,1.651
Combat Service Support,Army National Guard,Female,1188,1260,998,1056,226,903,168,998,778,1496,902,226,62.6,1.463
Combat Service Support,Army National Guard,Female,1380,1433,1198,1134,253,1053,182,1095,874,1623,1113,293,99.2,1.659
Combat Service Support,Army National Guard,Female,1305,1357,883,1155,239,997,183,1002,843,1630,784,184,62.6,1.596
Combat Support,Army National Guard,Female,1318,1369,1050,1168,224,984,167,1048,874,1587,903,237,71.3,1.6
Combat Support,Army National Guard,Female,1269,1331,872,1122,239,987,177,955,812,1624,715,186,52.8,1.557
Combat Service Support,Army National Guard,Female,1295,1343,896,1163,230,968,181,976,808,1645,783,180,55.2,1.565
Combat Service Support,Army National Guard,Female,1260,1303,962,1128,244,975,174,1000,824,1570,827,212,62.2,1.525
Combat Service Support,Army National Guard,Female,1313,1396,863,1166,245,1047,178,1010,838,1680,860,217,61.2,1.613
Combat Service Support,Army National Guard,Female,1388,1444,814,1200,248,1043,182,964,911,1584,727,165,52.9,1.674
Combat Service Support,Army National Guard,Female,1328,1382,996,1157,241,993,188,1013,870,1621,923,246,74.8,1.614
Combat Service Support,Army National Guard,Female,1260,1323,898,1120,235,963,163,945,850,1515,815,200,58.2,1.558
Combat Service Support,Army National Guard,Female,1440,1528,942,1267,272,1134,205,1086,938,1796,907,226,79,1.774
Combat Service Support,Army National Guard,Female,1342,1402,922,1163,240,1008,175,945,862,1578,785,192,61.8,1.633
Combat Support,Army National Guard,Female,1338,1387,992,1163,241,986,170,993,857,1612,1004,242,71.6,1.611
Combat Service Support,Army National Guard,Female,1464,1536,958,1294,265,1124,194,1016,882,1851,858,202,69.2,1.768
Combat Service Support,Army National Guard,Female,1284,1349,973,1131,233,1028,175,1043,823,1615,850,210,63.5,1.578
Combat Service Support,Army National Guard,Female,1345,1403,917,1153,235,1084,186,1010,839,1664,901,239,70.4,1.619
Combat Service Support,Army National Guard,Female,1353,1429,946,1166,256,1039,197,1010,900,1688,890,208,66.8,1.681
Combat Service Support,Army National Guard,Female,1321,1365,841,1161,237,969,170,970,866,1611,728,172,53.5,1.613
Combat Service Support,Army National Guard,Female,1297,1351,967,1172,235,962,175,990,854,1551,808,193,61.5,1.575
Combat Service Support,Army National Guard,Female,1356,1412,1018,1174,252,1046,176,1077,888,1616,918,236,75.1,1.648
Combat Service Support,Army National Guard,Female,1287,1348,867,1094,235,992,180,1000,840,1613,690,166,54.6,1.59
Combat Service Support,Army National Guard,Female,1318,1386,973,1108,247,1009,172,1001,864,1601,905,228,69.5,1.609
Combat Support,Army National Guard,Female,1335,1393,990,1191,258,1072,190,1058,828,1742,919,252,77.3,1.625
Combat Service Support,Army National Guard,Female,1389,1456,1012,1226,249,1098,186,1059,822,1688,960,237,75.1,1.676
Combat Service Support,Army National Guard,Female,1335,1390,1040,1106,239,1019,185,983,879,1644,945,234,70,1.623
Combat Support,Army National Guard,Female,1314,1403,829,1158,240,1027,188,975,813,1693,735,193,50.2,1.612
Combat Service Support,Army National Guard,Female,1420,1481,984,1247,261,1058,187,1054,922,1715,866,193,71.7,1.72
Combat Service Support,Army National Guard,Female,1287,1354,910,1132,251,1006,192,1024,829,1694,935,261,64.4,1.567
Combat Service Support,Army National Guard,Female,1452,1533,1203,1270,265,1110,209,1199,906,1836,1076,273,107.2,1.77
Combat Service Support,Army National Guard,Female,1374,1454,1196,1216,259,1122,198,1101,861,1743,1176,331,94,1.668
Combat Support,Army National Guard,Female,1293,1369,968,1165,250,1043,182,1030,818,1644,886,226,76.4,1.588
Combat Service Support,Army National Guard,Female,1313,1402,1140,1144,238,1047,182,1175,856,1656,1135,327,89.7,1.616
Combat Service Support,Army National Guard,Female,1319,1368,1091,1120,258,1032,192,1098,823,1672,974,271,77.7,1.593
Combat Service Support,Army National Guard,Female,1276,1344,870,1125,229,990,167,946,840,1533,721,171,49.7,1.572
Combat Service Support,Army National Guard,Female,1374,1446,913,1240,266,1055,197,1043,850,1787,837,209,66.2,1.674
Combat Service Support,Army National Guard,Female,1389,1428,1049,1204,241,1065,186,1032,879,1685,851,206,69.6,1.652
Combat Service Support,Army National Guard,Female,1366,1428,1071,1210,238,1053,177,1041,887,1687,996,263,84.4,1.664
Combat Service Support,Army National Guard,Female,1389,1466,910,1244,255,1056,181,1000,891,1696,852,203,64.7,1.691
Combat Service Support,Army National Guard,Female,1367,1414,1019,1174,238,1068,186,1034,874,1681,935,238,78,1.657
Combat Service Support,Army National Guard,Female,1386,1481,965,1191,261,1125,207,1076,865,1735,927,226,77.3,1.704
