Engine Temperature (C),Oil Pressure (psi),Vibration Level (mm/s),Mileage Since Service (km),Brake Wear (%),Battery Voltage (V),Fuel Efficiency (km/L),Driving Condition,Vehicle Type,Service Plan,Maintenance Priority
96.5,27.2,7.94,23642,125.8,12.72,5.6,Off-road,Truck,Standard,Critical
88.6,39.8,4.82,12900,79.7,12.22,14.9,City,Sedan,Basic,Routine
97.5,35.7,6.26,18633,90.2,11.9,14.5,City,Sedan,Standard,Urgent
95.1,34.3,3.25,15942,80.1,12.54,7.6,Highway,Van,Standard,Monitor
96.0,24.2,5.65,23591,127.5,12.17,6.7,Mixed,Truck,VIP,Critical
83.5,43.3,3.58,8461,45.4,12.54,15.2,Highway,Sedan,VIP,Routine
97.6,27.7,6.17,17748,100.8,12.1,14.2,Mixed,Sedan,Standard,Critical
84.1,37.4,4.75,14225,76.4,12.4,11.0,City,SUV,Premium,Routine
115.4,41.7,7.14,21089,103.1,12.23,14.9,Mixed,Sedan,Basic,Critical
91.7,40.3,5.78,13318,82.7,12.7,15.0,City,Sedan,Standard,Routine
86.6,38.1,6.52,23425,116.0,11.96,9.4,City,SUV,Basic,Critical
91.1,39.3,6.1,18930,108.2,12.07,7.8,City,Truck,Premium,Critical
91.0,39.1,3.76,11483,55.3,12.47,14.6,Highway,Sedan,Standard,Routine
80.2,39.9,2.51,8856,56.1,12.82,11.1,Highway,Van,Basic,Routine
89.7,41.6,3.32,13962,70.6,9.11,9.3,Highway,Van,Standard,Critical
96.2,35.3,5.68,18455,94.0,12.43,10.9,City,SUV,Basic,Urgent
97.0,38.1,5.01,15027,76.2,12.46,10.4,Mixed,Van,Standard,Monitor
96.7,36.5,4.16,17616,76.5,12.52,15.3,Highway,Sedan,Basic,Routine
91.4,26.5,7.31,18144,104.5,12.08,11.3,Mixed,SUV,Premium,Critical
103.1,33.2,6.43,17406,94.4,12.38,9.1,Mixed,Van,Premium,Critical
105.1,29.6,7.14,15590,79.2,12.41,8.0,Mixed,Truck,Standard,Critical
86.9,34.4,5.1,21741,103.8,12.29,16.2,City,Sedan,Standard,Monitor
83.9,34.2,4.93,18687,95.6,12.04,14.3,City,Sedan,Standard,Urgent
86.5,30.5,5.45,13225,84.6,11.91,12.4,City,SUV,Standard,Urgent
100.0,32.4,4.02,17791,88.9,12.06,15.5,Mixed,Sedan,Standard,Urgent
99.6,34.6,7.07,14860,92.7,12.38,8.8,Off-road,SUV,Basic,Critical
83.8,26.9,5.68,14683,85.6,12.56,6.8,Mixed,Truck,Standard,Urgent
83.9,43.4,4.03,15414,77.7,12.55,15.6,Highway,Sedan,Basic,Routine
139.9,36.5,3.95,8839,43.4,12.45,8.2,Highway,Truck,Standard,Monitor
91.1,37.8,5.28,17708,98.4,12.73,10.7,City,Van,VIP,Monitor
108.4,32.1,8.11,25341,127.0,12.06,7.8,Mixed,Truck,Basic,Critical
92.2,40.2,5.95,16967,91.2,12.44,13.9,Mixed,Sedan,Standard,Monitor
97.8,41.2,6.53,13710,78.3,12.25,9.8,Mixed,Van,Standard,Urgent
100.1,42.2,4.97,6919,45.4,12.46,8.2,Highway,Truck,Premium,Routine
95.3,31.9,5.47,16376,80.1,12.25,7.1,City,Truck,Basic,Critical
92.4,29.6,7.21,15368,91.7,12.76,11.7,City,SUV,VIP,Urgent
98.7,26.3,4.67,18774,89.0,12.31,11.8,City,SUV,Standard,Urgent
90.2,32.3,6.88,20277,103.0,12.29,10.5,City,Van,Standard,Critical
80.8,33.5,5.66,10354,63.8,12.36,11.8,Highway,SUV,Standard,Routine
86.7,36.8,4.65,10941,66.3,12.6,17.2,Highway,Sedan,VIP,Routine
91.2,39.7,6.53,19727,95.6,12.55,9.9,Mixed,SUV,Standard,Urgent
81.4,39.6,6.57,21750,105.0,11.98,9.5,Off-road,Van,Standard,Critical
94.3,39.1,3.35,13268,62.0,12.55,10.7,Highway,Truck,Premium,Routine
89.3,35.8,5.74,19429,99.5,12.73,16.5,City,Sedan,Standard,Monitor
95.9,32.6,6.13,22591,100.8,12.45,10.0,City,Truck,Standard,Critical
93.9,45.8,6.1,16195,82.9,12.56,13.0,Mixed,Sedan,Standard,Monitor
91.8,47.1,3.72,10276,58.2,12.42,13.4,Highway,SUV,Standard,Routine
92.3,45.3,3.03,13228,63.0,12.34,15.6,Highway,Sedan,Basic,Routine
147.8,34.1,4.88,16927,88.4,12.07,14.2,Mixed,Sedan,Standard,Critical
95.9,41.2,7.51,15871,88.4,12.14,10.0,Mixed,Truck,Standard,Critical
91.1,29.4,6.77,18137,95.6,12.49,14.8,Mixed,Sedan,VIP,Urgent
106.0,29.8,6.47,10489,73.8,12.09,8.2,City,Truck,Premium,Urgent
103.0,33.7,8.62,18740,110.6,12.22,7.3,Off-road,Truck,Premium,Critical
93.9,36.5,6.8,12740,85.4,12.16,16.4,City,Sedan,VIP,Monitor
92.0,40.7,3.06,11010,51.4,12.53,17.2,Highway,Sedan,Premium,Routine
91.2,36.3,6.06,14576,77.2,12.14,8.6,City,Van,Basic,Urgent
93.7,33.8,4.18,15530,83.0,11.99,11.6,City,SUV,VIP,Monitor
86.9,34.9,5.31,8579,54.1,12.68,9.0,Highway,Truck,Premium,Routine
104.7,38.1,5.68,21983,107.4,12.16,9.0,Mixed,Van,Basic,Critical
92.0,46.9,1.96,9496,50.8,12.17,14.4,Highway,Sedan,Basic,Routine
89.6,39.1,4.36,7423,41.7,12.48,8.1,Highway,Truck,Standard,Routine
109.1,28.1,7.39,19097,95.1,12.47,10.9,Mixed,Van,VIP,Critical
101.2,36.3,3.8,12252,67.0,12.19,14.0,City,Sedan,Standard,Routine
95.0,37.3,7.75,22789,112.5,12.29,10.1,Off-road,SUV,Standard,Critical
89.7,36.1,5.88,16304,75.6,11.92,9.7,City,Truck,Basic,Urgent
93.7,39.6,3.6,18170,86.4,12.64,15.3,City,Sedan,Standard,Routine
90.4,43.8,19.46,14183,78.5,12.47,10.8,Highway,SUV,Standard,Critical
90.7,30.7,6.71,17768,90.2,12.32,8.4,Mixed,Truck,Basic,Critical
82.7,42.4,3.81,12145,55.0,12.33,13.1,Highway,SUV,VIP,Routine
94.0,28.5,6.86,23283,128.2,12.13,10.0,Mixed,SUV,Standard,Critical
97.4,10.4,4.97,8747,40.7,12.66,9.2,Highway,Truck,Premium,Monitor
91.0,43.3,3.74,10728,62.4,12.41,9.1,Highway,Van,Basic,Routine
93.4,35.6,5.62,12594,75.6,12.15,3.3,Highway,Sedan,Standard,Urgent
96.0,34.0,7.57,15956,90.6,12.24,12.5,Off-road,Sedan,Basic,Critical
93.1,36.2,4.95,15128,76.7,12.22,10.9,City,SUV,Basic,Urgent
89.3,26.4,4.79,16252,79.7,12.64,14.3,City,Sedan,Standard,Monitor
102.2,25.8,14.79,19890,106.2,12.37,15.7,City,Sedan,Basic,Critical
94.9,39.5,5.98,19097,100.0,12.91,7.5,Mixed,Truck,Basic,Critical
86.8,35.4,5.54,18554,93.4,12.39,13.8,Mixed,Sedan,Basic,Urgent
89.5,46.0,3.17,16970,74.3,12.18,11.8,Highway,SUV,Standard,Routine
90.5,35.1,4.67,7771,44.8,12.26,7.2,Highway,Truck,Basic,Routine
109.3,25.9,7.76,25589,126.5,11.62,10.6,Off-road,SUV,Standard,Critical
97.6,39.6,5.98,14522,83.8,12.7,9.7,Highway,Truck,Basic,Monitor
93.2,35.4,5.51,9338,54.5,12.63,6.5,City,Truck,Standard,Monitor
91.0,29.7,5.4,17477,85.9,12.35,9.1,Mixed,Van,Standard,Critical
99.0,27.8,6.7,19984,115.3,11.95,13.2,Mixed,Sedan,Standard,Critical
99.7,30.7,6.74,16649,97.6,11.9,10.5,Mixed,SUV,Standard,Critical
91.2,24.6,5.62,17491,82.5,12.14,11.2,City,SUV,Basic,Critical
96.4,39.9,6.63,17065,99.4,12.2,13.6,Mixed,Sedan,Standard,Urgent
89.7,37.4,4.32,15053,76.6,12.19,14.8,City,Sedan,Basic,Routine
95.2,28.8,5.95,14930,87.0,12.48,7.0,Off-road,Truck,Basic,Critical
98.2,38.3,5.24,19230,92.0,12.43,7.9,Mixed,Van,Standard,Critical
106.0,38.1,6.52,16442,96.7,12.02,13.7,Mixed,Sedan,Standard,Urgent
85.9,32.2,5.04,14568,80.3,12.14,16.5,Highway,Sedan,Basic,Routine
92.0,36.4,5.62,14206,81.9,12.13,6.1,City,Truck,Basic,Critical
92.3,36.1,4.05,14348,79.1,12.43,8.0,Highway,Truck,Standard,Monitor
92.1,40.5,3.16,9405,61.0,10.29,15.6,Highway,Sedan,Standard,Monitor
89.7,41.1,3.5,10940,66.9,12.54,16.3,City,Sedan,Basic,Routine
80.9,39.8,3.28,13027,63.3,12.61,15.1,Highway,Sedan,Standard,Routine
90.3,30.2,5.6,12006,112.7,12.52,11.6,City,SUV,VIP,Urgent
89.0,32.8,6.78,11394,76.1,12.22,8.0,City,Truck,Basic,Critical
96.9,42.4,4.99,13194,120.1,12.6,9.0,Highway,Van,Standard,Monitor
98.4,45.0,4.98,12655,70.7,12.26,5.8,Mixed,Truck,Standard,Monitor
95.9,34.9,6.38,18840,84.9,12.26,10.8,City,SUV,Standard,Urgent
86.1,41.0,5.78,12799,68.0,11.85,10.4,City,Van,Basic,Monitor
98.3,31.5,4.83,23557,107.7,12.46,13.3,Mixed,Sedan,Standard,Urgent
97.8,32.6,6.52,20962,101.0,12.68,13.8,City,Sedan,Standard,Urgent
107.2,33.1,8.2,22415,123.0,11.97,6.9,Off-road,Truck,VIP,Critical
83.3,33.5,5.72,14703,79.2,12.61,14.4,Mixed,Sedan,Basic,Monitor
97.7,32.8,6.87,15863,81.4,12.47,11.4,City,SUV,Standard,Urgent
109.2,25.8,5.42,17839,85.6,12.33,4.8,City,Truck,Basic,Critical
98.6,30.2,6.4,23490,111.2,11.97,6.8,Off-road,Truck,Basic,Critical
107.5,31.1,5.91,13381,81.7,11.8,7.7,City,Truck,Basic,Critical
98.5,42.4,5.99,13142,74.1,12.64,15.3,Highway,Sedan,Premium,Routine
95.6,30.8,6.62,16647,86.2,11.94,15.4,Mixed,Sedan,Standard,Urgent
90.2,31.3,5.34,23179,112.0,12.13,10.5,City,SUV,Standard,Critical
93.4,33.3,7.11,21008,109.7,12.05,6.0,Mixed,Truck,Standard,Critical
84.4,35.2,4.68,17766,79.0,11.9,14.6,City,Sedan,Standard,Monitor
94.7,32.0,5.63,12986,64.7,12.4,8.7,City,Van,Premium,Monitor
99.9,34.1,5.89,11354,57.6,12.5,10.5,Mixed,SUV,Basic,Monitor
165.8,41.5,5.04,14150,72.2,12.84,15.1,Highway,Sedan,Standard,Monitor
91.7,42.8,3.5,6506,44.6,12.33,8.5,Highway,Van,Basic,Routine
93.4,38.3,6.19,16102,93.1,12.4,7.5,City,Truck,Standard,Urgent
96.9,33.6,4.17,21150,104.5,11.98,13.4,City,Sedan,Basic,Urgent
88.7,34.5,5.41,17987,89.7,12.12,10.7,Highway,SUV,Standard,Monitor
104.5,31.8,6.32,17355,91.9,12.06,14.6,Mixed,Sedan,Premium,Urgent
96.4,25.2,6.29,18167,125.0,12.18,10.7,City,SUV,VIP,Critical
93.0,40.0,4.14,16741,83.4,11.91,11.2,City,SUV,Basic,Urgent
97.2,38.9,6.32,24089,114.1,12.44,12.6,Mixed,Sedan,Standard,Critical
89.9,33.4,6.36,17804,94.0,12.49,9.1,Mixed,Van,Premium,Critical
94.0,31.8,6.05,24682,125.5,11.98,9.9,Mixed,SUV,Standard,Critical
88.0,41.8,4.78,9681,55.6,12.52,7.8,Highway,Truck,Standard,Routine
92.9,33.6,3.38,15069,90.0,11.79,10.4,Highway,Van,Premium,Monitor
92.5,37.1,6.16,19882,97.7,12.15,10.8,City,SUV,Standard,Critical
104.4,33.7,7.37,9898,66.8,12.14,6.3,Mixed,Truck,Standard,Critical
92.9,40.4,4.21,16949,90.2,12.15,8.0,Highway,Truck,Premium,Monitor
97.0,33.8,5.28,11826,73.7,12.26,10.1,City,SUV,Premium,Monitor
101.0,36.6,6.88,19246,98.5,12.08,6.9,Mixed,Truck,Basic,Critical
88.8,26.3,6.66,11356,59.1,12.44,11.2,City,SUV,Standard,Monitor
101.1,26.7,6.51,14754,82.1,12.57,6.2,Mixed,Truck,Basic,Critical
97.4,40.6,5.33,16978,89.2,12.41,8.4,City,Van,Standard,Urgent
94.3,31.5,5.38,19225,108.7,12.11,14.2,Off-road,Sedan,VIP,Critical
84.3,33.6,3.36,13186,61.2,12.4,12.4,Highway,SUV,Standard,Routine
92.6,34.7,3.72,21340,109.9,11.93,14.3,Highway,Sedan,Basic,Urgent
101.4,35.0,7.24,9912,53.4,12.38,8.5,Mixed,Truck,Basic,Critical
83.3,38.5,2.55,15037,70.7,12.63,15.0,Highway,Sedan,Standard,Routine
86.4,41.6,1.84,15724,80.9,12.2,10.6,Highway,Van,Basic,Routine
85.6,36.5,3.06,10673,57.0,12.61,10.4,Highway,SUV,VIP,Routine
87.7,43.0,6.79,12420,68.1,12.34,8.4,City,Truck,Premium,Monitor
105.9,34.8,6.27,17987,95.4,12.22,9.5,City,SUV,Premium,Critical
98.6,25.3,7.82,24592,127.0,12.5,14.0,Off-road,Sedan,VIP,Critical
92.6,28.5,5.1,22481,114.7,12.31,8.5,Off-road,Van,Basic,Critical
93.3,35.9,8.13,14495,84.0,12.2,9.7,City,SUV,Standard,Urgent
93.1,36.6,6.82,20089,105.2,12.41,6.2,Mixed,Truck,Basic,Critical
95.0,42.7,7.06,20703,91.8,12.5,13.4,City,Sedan,Basic,Urgent
87.3,33.1,4.84,16019,76.8,12.49,13.8,City,Sedan,Standard,Routine
105.6,32.9,7.63,19067,109.4,12.38,15.6,Off-road,Sedan,Premium,Critical
82.5,35.3,4.72,8811,41.5,13.13,17.4,Highway,Sedan,Standard,Routine
98.1,32.4,5.32,17045,94.2,11.77,5.5,City,Truck,Basic,Critical
81.6,36.3,1.78,3194,29.1,12.27,16.0,Highway,Sedan,Premium,Routine
